user_id,gender,area,age,access_media,group,discounted
78ff837c7cea9f33,남,송파구,20,인스타그램,1,10000
2987aa87d23c9e3d,남,강서구,30,검색,1,30000
23182525e9996864,남,도봉구,20,인스타그램,1,20000
ffb6913842d617a5,여,용산구,20,인스타그램,1,20000
2c6822e7e833dc95,여,은평구,30,네이버,1,30000
97a2e533327f1bd7,남,강남구,20,페이스북,1,30000
5d28c8e7333493ef,여,중구,50,오프라인 광고,1,30000
72dee38e42d11a2d,여,강서구,30,검색,1,30000
92aaa19c55ec56d2,남,도봉구,20,인스타그램,1,30000
3bc95e678bbb5ec6,남,송파구,20,인스타그램,1,30000
e88d3cf424894672,여,은평구,30,지인추천,1,30000
fa6c6f5374287c72,여,도봉구,20,인스타그램,1,20000
eb72331d78c14729,여,도봉구,20,인스타그램,1,20000
f14a11423e1cfaca,여,광진구,30,네이버,1,30000
2833c1dbbadff48e,남,강서구,30,검색,1,30000
8494c732473413d6,남,강서구,30,검색,1,20000
ce961cc9cda41d41,여,강남구,10,페이스북,1,30000
4a6c5ea9c5f1cf36,여,광진구,30,네이버,1,30000
6a77a94fae4cf8ed,남,은평구,30,네이버,1,30000
52b7c244877e6516,여,강남구,10,페이스북,1,30000
b656d4446bd92626,여,마포구,20,에브리타임,1,20000
d78ecad3c153e485,남,도봉구,20,인스타그램,1,30000
38f8f8c56a79b1f6,여,마포구,20,에브리타임,1,30000
93fedf19f39cea1d,여,마포구,20,에브리타임,1,30000
2ebeaddc431d1e52,여,은평구,30,네이버,1,20000
f3cabbac24e1e438,남,광진구,30,네이버,1,30000
d9c77877b19db82c,여,강남구,10,페이스북,1,30000
ce1c3dd9d64438c3,여,강서구,30,지인추천,1,30000
9c27a3349195d282,여,용산구,20,인스타그램,1,10000
c27596a42ad2ad3d,여,도봉구,20,인스타그램,1,30000
9799473dbf35d23d,남,강서구,30,지인추천,1,30000
9b8364ad9f38c13a,남,용산구,20,인스타그램,1,30000
67ba5a8e52ee4f36,여,광진구,30,네이버,1,30000
9b7483b28e967b3a,여,중구,40,검색,1,20000
8a1b44a3f586dc42,여,관악구,20,인스타그램,1,20000
9edc3aa1324f4686,여,광진구,30,네이버,1,30000
e39f9c5ca7a1b132,여,강남구,10,페이스북,1,20000
537a998884eb392a,여,마포구,20,에브리타임,1,10000
126ab3d4f4962741,남,강남구,10,페이스북,1,20000
734ed6adbe4852da,남,강남구,10,페이스북,1,30000
e317986a7e96545f,여,송파구,20,인스타그램,1,30000
cdac53bda28453a8,여,도봉구,20,인스타그램,1,10000
fb8beedf5cc9b191,여,강남구,10,페이스북,1,10000
cd1347d39c398dce,여,강남구,20,페이스북,1,30000
2a4fec31be337aa3,여,광진구,30,네이버,1,30000
eb9a93d8b8fa46aa,남,마포구,20,에브리타임,1,30000
be7cc1f75c7a8a34,남,은평구,30,지인추천,1,30000
4def4af61d27c879,여,은평구,30,지인추천,1,20000
babf46b36c5979a5,여,강서구,30,지인추천,1,20000
9deafd8e86c421f5,여,마포구,20,에브리타임,1,30000
1ef397cad2d2f2e1,남,용산구,20,인스타그램,1,30000
ab86be36b193e5e2,여,강남구,10,페이스북,1,10000
f81bb6624f674e19,여,마포구,20,에브리타임,1,10000
6e16ebf5959d7281,남,강남구,20,페이스북,1,20000
e87f8beb94dc356d,여,송파구,20,인스타그램,1,20000
2c98a1ee592e36c4,여,마포구,20,에브리타임,1,20000
1d18797d8a29b21f,여,은평구,30,네이버,1,20000
9ea4ec174c8ea977,남,도봉구,20,인스타그램,1,30000
8234ee9e44c7123b,여,도봉구,20,인스타그램,1,30000
59bdf445beed9c16,남,중구,40,검색,1,10000
26f5a6c9a5acc455,남,송파구,20,인스타그램,1,10000
87726b2c3e6e9918,여,관악구,20,인스타그램,1,30000
7e692b8994e518ad,여,도봉구,20,인스타그램,1,20000
744fd73995f5c9b9,여,강남구,20,페이스북,1,20000
3bead9a52cc8c6bc,남,중구,40,오프라인 광고,1,20000
5aa4444c8c9dc881,여,강남구,10,페이스북,1,30000
3bc5bd9cb1f9eec5,여,강서구,30,지인추천,1,10000
3bd9a88519693e9d,여,강서구,30,지인추천,1,30000
5452577eb574315a,여,강남구,20,페이스북,1,30000
75997c467383f2f7,여,도봉구,20,인스타그램,1,30000
f7864571a671eae4,남,송파구,20,인스타그램,1,30000
f1c124b1a1aabc41,여,광진구,30,네이버,1,30000
6c1c5d385a234ff2,남,용산구,20,인스타그램,1,30000
a7ded6bc33ec53cf,여,도봉구,20,인스타그램,1,20000
74b642c18aa53114,여,중구,40,오프라인 광고,1,20000
e2cfd79bdc7a5f5b,여,도봉구,20,인스타그램,1,30000
b24e9f9cf8ddb48b,여,강남구,10,페이스북,1,30000
f8e73c4fd12ba423,여,광진구,30,네이버,1,30000
989fb499773fc7a2,남,강서구,30,지인추천,1,20000
95fcb7b8de8925ed,남,용산구,20,인스타그램,1,20000
2342fa7f625f59dc,여,용산구,20,인스타그램,1,30000
7753d89becfd3767,여,송파구,20,인스타그램,1,20000
e6cddd741bd9792c,여,광진구,30,네이버,1,30000
7918a8c6ddb5dde4,남,중구,40,검색,1,30000
de2481968ed9a1ae,여,광진구,30,네이버,1,30000
bb8d6ed76b65a19d,여,마포구,20,에브리타임,1,20000
c75d2ade77d94ff3,남,은평구,30,네이버,1,30000
d997553ab8486f8c,여,도봉구,20,인스타그램,1,30000
a7929f374f6d31ee,여,광진구,30,네이버,1,10000
a8a425114a29fddc,여,광진구,30,네이버,1,20000
4ffb8dde9aaad5f9,남,강남구,20,페이스북,1,30000
d5f5574265c62f8b,여,용산구,20,인스타그램,1,20000
71c582be39d9a13e,남,강남구,10,페이스북,1,20000
c348457f265c4b25,남,강남구,10,페이스북,1,30000
9c73f23bf51e8d27,여,송파구,20,인스타그램,1,30000
d1f8be1182d8139c,여,강남구,10,페이스북,1,30000
b6629366f953193f,여,용산구,20,인스타그램,1,30000
4abd9845bc14713f,여,마포구,20,에브리타임,1,30000
851fe7baf893bade,남,은평구,30,네이버,1,30000
e8169cfb415a34a4,여,강남구,10,페이스북,1,30000
112ef42565142ea7,여,송파구,20,인스타그램,1,10000
1455e7dfed6e2dbe,남,강남구,10,페이스북,1,20000
e2e1f57f2d7cb9a8,여,도봉구,20,인스타그램,1,30000
f1ba6ee8dbfce843,여,광진구,30,네이버,1,20000
f7749e3d2b79bddf,남,용산구,20,인스타그램,1,30000
54b6523d46fdbc8e,여,마포구,20,에브리타임,1,20000
d2d235dc471e186e,남,강남구,10,페이스북,1,30000
7b3b4b9c4d37c45a,여,광진구,30,네이버,1,10000
d396f8a49ebfa5e5,여,강남구,10,페이스북,1,30000
fb4315aba62fe45f,여,마포구,20,에브리타임,1,30000
a4df7f4bcf27251d,남,강남구,20,페이스북,1,20000
e3fdf7ef3e499443,남,도봉구,20,인스타그램,1,30000
812a87ff576eb5c2,여,강남구,10,페이스북,1,30000
95db882643ff712b,여,관악구,20,인스타그램,1,30000
bb29aeac1db77cf7,여,중구,30,검색,1,30000
81991f56b3aa7ee1,여,중구,40,오프라인 광고,1,10000
ff3744f28f8878ba,남,강서구,30,지인추천,1,30000
93e9d294f6cb242b,여,도봉구,20,인스타그램,1,30000
e6b12aa85fbb265b,여,은평구,30,지인추천,1,20000
234ce6fdade526db,남,마포구,20,에브리타임,1,20000
c536fefe3c5bcc9e,남,강남구,10,페이스북,1,30000
b622131132d2fd38,여,강서구,30,지인추천,1,30000
d1e4826acbcae1cb,여,도봉구,20,인스타그램,1,20000
5ce47871773d5862,남,강남구,10,페이스북,1,10000
8c9d968e67631e69,여,강서구,30,지인추천,1,30000
ff41aaa66e65a1f1,여,관악구,20,인스타그램,1,20000
bce79e4b5cc76272,여,광진구,30,네이버,1,30000
56b843f7e92761d2,여,용산구,20,인스타그램,1,30000
17b845494a8c9ef6,여,마포구,20,에브리타임,1,20000
18cac28b652f3a56,남,용산구,20,인스타그램,1,30000
42a28ac8e4ef2842,여,강남구,10,페이스북,1,30000
4618e52aeb2d163d,남,중구,30,검색,1,20000
4ab896e8bd2e738a,남,도봉구,20,인스타그램,1,20000
37ab344d7387cccb,여,강남구,20,페이스북,1,20000
44fd78f58312db21,여,중구,50,오프라인 광고,1,30000
9f84879f17728bb9,여,도봉구,20,인스타그램,1,30000
b4ed23d55216a831,남,강남구,10,페이스북,1,20000
858c63fa37c3816d,남,광진구,30,네이버,1,30000
a3e59d6da721cb82,여,은평구,30,지인추천,1,30000
59a71ab6f41545f1,여,용산구,20,인스타그램,1,30000
d8bd591cebe6eb5b,여,은평구,30,네이버,1,10000
f6a574868d198269,남,용산구,20,인스타그램,1,10000
3e3dabe5b4cfad7f,여,용산구,20,인스타그램,1,20000
8582fc328ac296ff,여,송파구,20,인스타그램,1,10000
45acba27cf3bd318,남,용산구,20,인스타그램,1,30000
f95c4a835a529873,남,용산구,20,인스타그램,1,30000
ac6d1da49598a6d3,여,중구,50,오프라인 광고,1,10000
4fe1dfaa792a16a2,여,강남구,20,페이스북,1,30000
3316cf295add8e66,여,강남구,10,페이스북,1,10000
c9e8f365d2411686,남,용산구,20,인스타그램,1,20000
5ca3426e81c6338b,여,강남구,20,페이스북,1,30000
89ed46ddad4ed62a,남,강남구,10,페이스북,1,30000
799eee92d943af13,여,마포구,20,에브리타임,1,20000
5c997c3917ee97df,여,관악구,20,인스타그램,1,20000
51d2d27aee78ee65,남,도봉구,20,인스타그램,1,30000
87131c3651611ad9,여,강남구,10,페이스북,1,30000
aa63de66b81f4be5,남,은평구,30,지인추천,1,30000
74eaacdacba3d3a3,여,마포구,20,에브리타임,1,30000
46644be51a463364,여,용산구,20,인스타그램,1,10000
3e81db63f5c2a39c,남,도봉구,20,인스타그램,1,30000
42e7349a92bbf56a,여,도봉구,20,인스타그램,1,30000
468c17456c3a8ab1,여,강서구,30,검색,1,10000
57beb4cd8a74c247,남,송파구,20,인스타그램,1,20000
a4cb254663182818,남,도봉구,20,인스타그램,1,30000
ba165c5253912e64,여,강서구,30,지인추천,1,30000
84d4bb66eb57d12f,여,도봉구,20,인스타그램,1,30000
c99e52c2ae4389c4,여,송파구,20,인스타그램,1,30000
5ea35fe85dacd9b1,남,도봉구,20,인스타그램,1,10000
89296b61eac714a9,여,은평구,30,네이버,1,30000
1c2cb194353ef133,여,중구,30,검색,1,30000
7a6b455eeca7e328,남,강남구,20,페이스북,1,20000
c8fb2d94c4523fab,남,강서구,30,지인추천,1,30000
25624c591cfd3a4e,여,중구,40,검색,1,30000
33b29374b4a88d82,여,송파구,20,인스타그램,1,20000
f4bfb5ac3c9bf2f9,여,광진구,30,네이버,1,20000
22aee72e363f4567,여,중구,40,오프라인 광고,1,20000
99831fb2dd931e15,남,용산구,20,인스타그램,1,30000
923484845363e5d2,남,도봉구,20,인스타그램,1,20000
42dfa169a5b77b96,여,용산구,20,인스타그램,1,30000
54672fdb362ce6ae,여,도봉구,20,인스타그램,1,30000
e2ba888caa889314,남,마포구,20,에브리타임,1,30000
b71c1197729383f8,여,용산구,20,인스타그램,1,30000
afa1be88ee95fcbb,남,마포구,20,에브리타임,1,30000
2ba42916dbc8f286,여,마포구,20,에브리타임,1,10000
3984cdde4dd874df,여,관악구,20,인스타그램,1,30000
d5dbd231a1cba9f8,여,관악구,20,인스타그램,1,20000
127413c4991418d1,남,용산구,20,인스타그램,1,20000
8fd73ee84278aec1,남,강남구,20,페이스북,1,10000
